"재배규모별","경영개황별","항목","단위","1963 년","1964 년","1966 년","1967 년","1968 년","1969 년","1970 년","1971 년","1972 년","1973 년","1974 년","1975 년","1976 년","1977 년","1978 년","1979 년","1980 년","1981 년","1982 년","1983 년","1984 년","1985 년","1986 년","1987 년","1988 년","1989 년","1990 년","1991 년","1992 년","1993 년","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"0.5-1.0ha미만","차용지","경영개황","㎡","1217","1160","1392","1375","1388","1339","1316","1276","1114","998","998","1058","1074","1455","1600","1597","1511","1521","1666","2400","2426","2354","2625","2592","2625","2536","4040","4443","4139","3640","4393","4496","4635","4731","4711","5362","5448","5828","5802","4863","4704","4350","5177","4755","4579.5064516129","6027.98817","6488.92149","6454.269","6837.056","6561.582","7315.45","6925.484","6971.023","7187.486","4138.04","3978.079","4069.846","3900.563","3955.791","4520.162","5054.445",
"0.5-1.0ha미만","논","경영개황","㎡","783","750","873","820","912","902","893","856","740","694","651","681","711","1002","1131","1124","1091","1081","1157","1964","2010","1884","2169","2069","2096","1812","2552","2909","2777","2410","2764","2764","2777","2836","3048","3223","3207","3289","3365","2975","2942","2860","3002","2787","2715.2322580645","2886.96252","3245.21488","3392.603","3486.98","3148.358","3792.073","3617.19","3288.715","3245.097","2648.237","2583.398","2587.668","2450.965","2614.945","2956.284","2934.757",
"0.5-1.0ha미만","밭","경영개황","㎡","403","393","522","552","473","430","407","407","357","304","344","364","337","430","443","450","397","423","483","420","393","430","446","496","493","691","1339","1395","1197","1078","1441","1587","1656","1736","1435","1878","1960","2215","2172","1524","1597","1345","1931","1778","1385.6580645161","2676.54241","2855.09298","2584.824","2921.351","3093.224","3075.671","2808.397","3070.924","3331.271","1182.755","1168.449","1271.47","1258.728","1126.47","1366.886","1843.005",
"0.5-1.0ha미만","수원지","경영개황","㎡","26","17","","3","3","7","17","13","17","","3","13","26","23","26","23","23","17","26","17","23","40","10","26","36","33","149","139","165","152","188","145","202","159","228","261","281","324","264","364","165","145","245","190","478.6161290323","464.48323","388.61364","476.842","428.725","320","447.707","499.898","611.384","611.119","307.047","226.232","210.709","190.87","214.375","196.991","276.683",
"0.5-1.0ha미만","논벼 재배면적","경영개황","㎡","4486","4331","4334","4347","4251","4268","4512","4502","4509","4489","4291","4364","4380","4661","4813","4797","5041","5031","4866","6248","5957","6086","6056","6311","6684","5749","7197","7203","7177","7329","7250","7266","7269","7342","7593","7137","7197","7296","7250","7154","7362","7260","7187","7133","7067.5483870968","7116.67456","7152.75826","7166.714","7282.159","7113.842","7199.713","7040.971","7116.142","7194.906","6516.119","6806.374","6864.506","6869.787","6889.008","7140.498","7124.95",
"0.5-1.0ha미만","자작지","경영개황","㎡","3775","3669","3488","3600","3435","3534","3669","3745","3765","3983","3719","3782","3752","3769","3739","3702","3954","3894","3712","4202","3914","3838","3788","3884","3990","3650","4830","4813","4893","4919","4790","4866","4783","4823","4727","4208","4337","4397","4397","4830","4691","4764","4651","4636","4578.4290322581","4417.68639","4440.31818","4370.492","4369.577","4248.312","4131.112","4085.714","4247.549","4305.796","4275.32","4397.012","4432.344","4470.622","4376.285","4536.507","4625.39",
"0.5-1.0ha미만","차용지","경영개황","㎡","711","661","843","747","817","734","843","757","744","506","572","582","628","893","1074","1094","1088","1137","1154","2046","2043","2248","2268","2426","2694","2099","2367","2390","2284","2410","2460","2400","2486","2519","2866","2929","2860","2899","2853","2324","2671","2496","2536","2497","2489.1193548387","2698.98817","2712.44008","2796.221","2912.582","2865.53","3068.601","2955.257","2868.593","2889.109","2240.798","2409.362","2432.162","2399.165","2512.723","2603.991","2499.56",
"0.5-1.0ha미만","주산물 수량","경영개황","㎏","3236","3094","1772.5","1634.2","1429.1","1661.1","1649.4","1905.3","1900.4","1851.5","1994.4","1975.6","2349","2832","2562.8","2554","1850.7","2644.5","2742.8","3716.3","3832.7","3831.4","3766.7","3757.6","4491.1","3740","4491","4368","4481","4054","4527","4424","5028","5156","4556","4847","4908","5148","4589","4216","5074","4866","4832","4540","4987.6181039554","5242.22449","4709.84601","4831.884","4676.937","5001.479","5198.906","5279.672","5249.806","5204.378","4749.671","4869.273","4512.912","5042.424","4924.4","5017.928","4926.781",
"0.5-1.0ha미만","주산물 평가액","경영개황","원","40151","45694","51811","57108","61932","78142","95382","141483","172795","183043","284481","348873","489267","654454","700723","861883","811731","1275334","1407442","1770953","2005776","2131494","2264638","2573103","3481405","3140209","4060259","4139653","4467630","4222807","4727542","5137637","6207287","6511985","6886442","6832668","7246078","7403496","6705215","6216064","7318170","6161369","6131163","5839668","6783226.7211581454","6514901.07753","5511094.63418","6532918.908","6860255.518","7394107.082","7429847.356","6786862.488","5775007.943","6550156.171","7314071.553","7512285.643","7751178.214","8503378.641","7789276.701","8171713.469","7377750.773",
"0.5-1.0ha미만","부산물 수량","경영개황","㎏","2199","2217","2324","2350","2177","2164","2248","2430","1573","2187","2551","2445","2667","2835","2789","2662","2611","2962","2824","3797.4","3978.5","4074.9","3966","4062.7","4025.4","3400","4112","4104","4058","4006","4104","4052","4257","4323","4695","4319","4345","4430","4037","3786","4282","4111","4166","3807","4085.384516129","4216.7789","3752.59545","3794.974","3714.279","3989.642","4196.171","4179.851","4155.821","4192.641","3881.242","3908.254","3648.61","4137.026","3988.68","4229.245","3957.787",
"0.5-1.0ha미만","부산물 평가액","경영개황","원","3953","4666","4878","6149","6106","7611","8531","11071","7614","10803","16659","25835","32074","39594","41397","45081","54210","70515","69328","92738","118492","134769","132450","133643","135485","104805","108148","120602","126381","135991","148414","162947","172550","178610","201617","186416","186560","174058","154597","167021","172248","174434","180867","166176","189114.2580645161","206610.24458","189786.02479","219651.26","227164.427","240602.773","243443.671","239977.006","237608.27","243528.468","265144.166","271073.74","263588.49","292540.15","314419.664","349050.764","343122.131",
"0.5-1.0ha미만","평가액","경영개황","원","44104","50360","56689","63257","68038","85753","103913","152554","180409","193846","301140","374708","521341","694048","742120","906964","865941","1345849","1476770","1863691","2124268","2266263","2397088","2706746","3616890","3245014","4168407","4260255","4594011","4358798","4875955","5300584","6379837","6690595","7088059","7019084","7432638","7577554","6859812","6383085","7490418","6335803","6312030","6005844","6972340.9792226616","6721511.32211","5700880.65898","6752570.168","7087419.946","7634709.854","7673291.027","7026839.494","6012616.213","6793684.639","7579215.719","7783359.383","8014766.704","8795918.791","8103696.365","8520764.233","7720872.904",
"1.0-1.5ha미만","경지면적","경영개황","㎡","11947","12056","12023","12000","11931","12274","12109","12086","12228","11937","12053","11878","12010","12146","12129","12116","12017","12083","12248","12608","12588","12519","12489","12579","12284","12347","16734","16526","17101","16830","17514","17722","17541","18063","17739","17494","17752","17435","18466","17375","17574","17458","17167","17674","17745.0078125","20348.66518","21169.71296","21514.747","21397.736","20702.286","19889.148","19952.755","20562.696","21662.245","16953.193","17883.182","17222.36","16989.786","16697.571","17877.453","17628.825",
"1.0-1.5ha미만","논","경영개황","㎡","8149","8182","7950","7696","7941","7947","7802","7712","7590","7593","7240","7207","7395","8136","8126","8245","8370","8582","8608","9544","9541","9316","9250","9431","9187","8817","12770","12575","13289","12555","12906","13289","12942","13296","13233","12655","12512","12512","13352","12972","13200","13193","13117","13209","12552.484375","13069.23214","13474.38889","13028.779","12867.927","13499.238","14010.116","13867.594","13843.882","14584.384","12541.789","12444.464","12221.737","12258.036","12222.029","12802.874","12568.67",
"1.0-1.5ha미만","밭","경영개황","㎡","3716","3719","3944","4142","3941","4175","4060","3917","3987","3861","4298","4096","4066","3375","3392","3289","3081","3002","3154","2698","2641","2793","2793","2724","2707","2902","3365","3326","3269","3881","3957","4000","4116","4053","3818","3782","4301","3967","4314","3448","3260","3316","3266","3765","3412.140625","5782.35714","6085.26852","7011.737","6820.006","5720.839","5107.426","5321.555","5840.043","5849.596","3550.358","4549","4248.395","3882.196","3696.238","4353.2","4307.237",
"1.0-1.5ha미만","수원지","경영개황","㎡","79","155","129","162","50","152","248","456","651","483","516","575","549","635","612","582","565","499","486","367","407","410","446","423","390","628","598","625","542","393","651","433","483","714","688","1058","939","955","800","955","1114","952","783","701","1780.3828125","1497.07589","1610.05556","1474.232","1709.803","1482.208","771.606","763.606","878.77","1228.265","861.046","889.718","752.228","849.554","779.305","721.379","752.918",
"1.0-1.5ha미만","자작지","경영개황","㎡","10030","10311","9865","10013","9574","9891","9815","9610","9901","9990","10251","10003","10179","9828","9663","9309","9256","9296","8988","9141","8413","8727","8426","8503","8122","7858","11041","10281","10638","10926","11022","10622","10651","10764","10344","10000","9855","9858","9749","10840","10843","10020","10056","9868","10303.015625","11211.90179","11691.72222","11396.316","11978.382","10114.512","10543.645","10269.948","9687.224","10257.079","10732.853","10205.636","9339.991","8840.83","8882.752","9472.968","9009.814",
"1.0-1.5ha미만","논","경영개황","㎡","6959","6988","6549","6506","6370","6370","6324","6228","6129","6288","6145","6026","6195","6575","6433","6231","6374","6489","6195","6754","6165","6383","6159","6278","6053","5626","8582","7911","8291","8225","8192","8036","7921","7762","7722","7197","7147","7276","7283","8532","8483","8112","7934","7824","7435.09375","7411.03125","7323.35648","7382.932","7638.309","6668.643","7576.594","7583.742","6978.267","7020.722","7922.624","7190.664","6969.018","6701.982","6528.581","7116.653","6148.598",
"1.0-1.5ha미만","밭","경영개황","㎡","2995","3180","3187","3372","3154","3379","3243","2942","3141","3220","3630","3455","3501","2694","2691","2562","2367","2334","2341","2040","1894","1993","1878","1835","1752","1745","1977","1934","1944","2453","2301","2284","2337","2350","2116","1960","1990","1851","1927","1825","1633","1250","1388","1525","1569.7890625","2616.49554","3071.62037","3033","3209.685","2623.804","2309.735","2090.594","2210.565","2298.974","2075.679","2329.527","1974.693","1706.661","1806.057","1937.579","2688.423",
"1.0-1.5ha미만","수원지","경영개황","㎡","76","139","129","136","50","142","248","440","631","483","476","522","483","559","539","516","516","473","453","347","354","350","390","390","317","486","483","436","403","248","529","301","393","651","506","843","717","731","539","483","727","655","734","519","1298.1328125","1184.375","1296.74537","980.384","1130.388","822.065","657.316","595.613","498.391","937.384","734.55","685.445","396.281","432.188","548.114","418.737","172.794",
"1.0-1.5ha미만","차용지","경영개황","㎡","1917","1745","2155","1987","2357","2383","2294","2476","2327","1947","1802","1874","1831","2317","2466","2807","2760","2787","3260","3468","4175","3792","4063","4076","4162","4489","5693","6245","6463","5904","6493","7101","6889","7299","7395","7494","7898","7577","8717","6536","6731","7441","7111","7807","7441.9921875","9136.76339","9477.99074","10118.432","9419.354","10587.774","9345.503","9682.806","10875.472","11405.166","6220.339","7677.545","7882.368","8148.955","7814.819","8404.484","8619.01",
"1.0-1.5ha미만","논","경영개황","㎡","1190","1193","1402","1190","1570","1577","1478","1484","1461","1306","1094","1180","1200","1560","1693","2013","1997","2093","2413","2790","3375","2932","3091","3154","3134","3190","4188","4664","4998","4331","4714","5253","5025","5537","5511","5458","5365","5236","6069","4440","4717","5078","5180","5384","5117.390625","5658.20089","6151.03241","5645.847","5229.618","6830.595","6433.523","6283.852","6865.615","7563.662","4619.165","5253.8","5252.719","5556.054","5693.448","5686.221","6420.072",
"1.0-1.5ha미만","밭","경영개황","㎡","721","536","757","774","787","797","817","975","846","641","668","641","565","681","701","727","714","668","813","658","747","800","916","889","955","1157","1388","1392","1326","1428","1656","1716","1779","1702","1702","1821","2311","2116","2387","1623","1626","2063","1881","2240","1842.3515625","3165.86161","3013.64815","3978.737","3610.32","3097.036","2797.69","3230.961","3629.478","3550.623","1474.679","2219.473","2273.702","2175.536","1890.181","2415.621","1618.814",
"1.0-1.5ha미만","수원지","경영개황","㎡","7","17","","23","","10","","17","20","","40","53","66","76","73","66","50","26","33","20","53","60","56","33","73","142","116","188","139","145","122","132","86","60","182","215","221","225","261","473","387","298","50","182","482.25","312.70089","313.31019","493.847","579.416","660.143","114.29","167.994","380.379","290.881","126.495","204.273","355.947","417.366","231.19","302.642","580.124",
"1.0-1.5ha미만","논벼 재배면적","경영개황","㎡","7745","7663","7577","7223","7405","7193","7342","7187","7114","7564","6800","6810","6998","7689","7590","7792","7957","8046","7633","7455","7891","7352","7445","7779","9141","8569","12208","12195","12245","12112","12076","12149","12155","12311","12850","12106","12162","12152","12238","12341","12222","12169","12314","12236","12139.578125","12252.90625","12246.56481","12219.732","12128.77","12119.083","12134.594","12101.813","12030.174","12127.02","10685.587","11519.009","11404.105","11376.911","11501.181","12062.021","12058.845",
"1.0-1.5ha미만","자작지","경영개황","㎡","6717","6582","6407","6162","5997","5782","5941","5788","5851","6274","5812","5749","5782","6251","6069","5868","6010","6040","5494","5230","4995","4757","4826","5035","5828","5336","7937","7507","7726","7640","7574","7174","7217","7147","7260","7015","6704","6916","6674","8056","7722","7587","7550","7527","7013.4609375","7066.375","6751.34722","7000.332","7244.051","6109.804","6674.419","6622.561","6315.634","6517.715","6846.11","6719.982","6422.342","6169.848","6140.124","6616.021","5982.041",
"1.0-1.5ha미만","차용지","경영개황","㎡","1028","1081","1167","1058","1408","1412","1402","1398","1263","1289","988","1061","1217","1438","1521","1924","1947","2007","2139","2225","2896","2595","2618","2744","3312","3233","4271","4688","4519","4473","4502","4975","4939","5164","5590","5091","5458","5236","5564","4284","4499","4582","4764","4709","5126.1171875","5186.53125","5495.21759","5219.4","4884.719","6009.28","5460.174","5479.252","5714.54","5609.305","3839.477","4799.027","4981.763","5207.063","5361.057","5446","6076.804",
"1.0-1.5ha미만","주산물 수량","경영개황","㎏","5670","5562","3102.5","2844.1","2800.2","2948.8","2719.8","2954.3","2912.6","3263.1","3076.4","2951.2","3712.9","4721.2","4007.1","4125.3","2864.5","4165.4","4330","4528.6","5042.9","4613.4","4675.6","4700.7","6047","5574.9","7661","7517","7796","7032","7592","7281","8467","8734","7773","8171","8209","8557","7918","7352","8421","8097","8294","7704","8777.3050023622","9180.52082","8228.48088","8320.476","8002.38","8535.689","8796.682","9243.207","8886.689","8779.975","7817.201","8200.267","7684.291","8744.544","8526.93","8828.109","8746.136",
"1.0-1.5ha미만","주산물 평가액","경영개황","원","69966","82806","89806","99717","120661","142982","159177","216900","259353","302442","439285","522092","773127","1077338","1089305","1398850","1267810","2020286","2210627","2155647","2644230","2557116","2819007","3227558","4691202","4692547","6934354","7146887","7737355","7303991","7843363","8437084","10450685","10980333","11695904","11544912","12153288","12289069","11429867","10892000","12099129","10038254","10438777","9885562","11828257.3941310882","11325031.06086","9849409.64342","11404466.362","11771907.444","12706756.098","12549622.367","11736892.823","9852703.155","11428936.715","12029933.92","12672130.888","13401676.223","14847410.855","13299908.982","14117271.494","13516643.414",
"1.0-1.5ha미만","부산물 수량","경영개황","㎏","3616","4006","3842","3883","3849","3737","3681","4073","2895","3928","3869","3649","4167","4583","4412","4248","4185","4706","4465","4621.8","5354.2","4894.5","4901.9","5042.6","5431","5136.5","7065","7023","7107","6829","6921","6749","7177","7391","7952","7322","7359","7463","7025","6241","7267","6740","6744","6546","7083.8828125","7392.11205","6498.21528","6610.822","6387.893","6878.765","7091.088","7225.581","7000.553","7147.02","6310.59","6435.814","6212.339","7166.098","6737.295","7158.726","6785.948",
"1.0-1.5ha미만","부산물 평가액","경영개황","원","6800","8431","8738","10175","10839","12747","14556","18382","14678","18872","24772","35975","47554","63974","62286","73226","88215","110387","109655","112962","160645","157440","164634","172204","188110","162244","173694","194789","210073","238848","248771","272947","288738","302863","320833","311821","312928","290568","268845","277585","285989","297504","309726","298941","346107.203125","363332.64732","333222.86574","391131.547","388038.989","421537","417320.065","394728.142","398823.752","397773.881","397767.541","435843.027","429607.579","507202.759","579762.295","601880.832","582824.649",
"1.0-1.5ha미만","평가액","경영개황","원","76766","91237","98544","109892","131500","155729","173733","235282","274031","321314","464057","558067","820681","1141312","1151591","1472076","1356025","2130673","2320282","268609","2804875","2714556","2983641","3399762","4879312","4854791","7108048","7341676","7947428","7542839","8092133","8710030","10739422","11283196","12016737","11856733","12466216","12579637","11698712","11169585","12385118","10335758","10748504","10184503","12174364.5972560882","11688363.70818","10182632.50916","11795597.91","12159946.433","13128293.098","12966942.431","12131620.965","10251526.907","11826710.596","12427701.461","13107973.915","13831283.802","15354613.614","13879671.277","14719152.326","14099468.063",
"1.5-2.0ha미만","경지면적","경영개황","㎡","17068","17174","16942","17108","17157","16942","17144","17117","17094","16281","17137","16952","17160","17038","16906","16969","16731","17111","17088","17117","17190","17104","17203","17210","17339","17220","20109","20453","21547","20331","21514","22291","23187","23071","21914","22317","23233","23484","23448","22757","23987","23673","24182","25603","22152.5","25360.75701","25945.81707","26206.811","26510.964","25944.099","28711.67","28002.511","27570.714","26905.347","21835.313","23158.477","23694.644","23789.696","23545.569","23155.5","22069.236",
"1.5-2.0ha미만","논","경영개황","㎡","12397","11808","11091","11289","11170","11398","10998","11124","10863","10430","10542","10324","10770","11058","11184","11749","11788","11967","12192","12784","12648","12552","12377","12195","12559","12268","16774","16836","18079","17061","17828","18070","18129","18347","17848","17488","17815","17792","18142","17362","18916","18070","18103","18273","18049.2580645161","18491.99065","18145.35366","18350.722","18563.583","18795.912","21667.22","20086.734","19865.165","20110.907","16111.344","17081.277","16596.136","18019.607","17804.017","19060.333","17960.345",
"1.5-2.0ha미만","밭","경영개황","㎡","4350","5104","5544","5537","5570","5068","5580","5342","5422","4869","6069","5805","5517","4853","4542","4255","3950","4060","3967","3864","3861","3802","3990","3997","4099","4231","2430","2777","2764","3051","3405","3779","4284","4278","3379","4165","4512","4949","4466","3904","4063","4393","4803","5535","3437.8548387097","5724.33645","6628.06098","6317.567","6559.726","6226.352","5797.659","5697.372","6153.736","5876.107","4139.281","3908.123","5231.915","4334.696","4166.034","3678.25","3373.891",
"1.5-2.0ha미만","수원지","경영개황","㎡","321","261","304","281","417","476","565","651","810","982","526","823","873","1127","1180","965","992","1084","929","469","681","750","836","1018","681","721","906","840","704","218","281","443","774","446","688","664","906","744","840","1491","1008","1210","1273","1795","665.3870967742","1144.42991","1172.40244","1538.522","1387.655","921.835","1246.791","2218.404","1551.813","918.333","1584.688","2169.077","1866.593","1435.393","1575.517","416.917","735",
"1.5-2.0ha미만","자작지","경영개황","㎡","15422","15395","14678","14569","14592","14089","14122","14172","14840","14278","14860","14579","15160","14397","13947","13898","12559","12671","12612","13266","12744","12027","11858","12106","11815","11524","11428","12136","12374","12661","12208","12030","11851","11207","11898","11808","11977","11623","12479","13398","12909","14357","12883","13750","10865.8064516129","13660.60748","13309.5122","12483.133","14057.964","14185.385","12899.967","13067.979","13666.659","12929.96","11564.375","11498.323","10923.712","11468.875","10877.241","12092.917","11067.727",
"1.5-2.0ha미만","논","경영개황","㎡","11167","10651","9666","9620","9762","9481","8932","9048","9349","9160","9144","8836","9660","9359","9184","9484","8661","8658","8860","9838","9448","8747","8377","8374","8417","8179","9402","10010","10241","10532","10086","9554","9465","9031","9468","9395","9435","8912","9785","10671","10536","11299","10069","10166","9245.8064516129","9854.27103","9413.54878","9047.989","9865.429","10345.857","9023.879","8882.947","9403.462","9124.253","8025.766","7591.738","6468.407","7924.75","7565.172","9474.567","8529.4",
"1.5-2.0ha미만","밭","경영개황","㎡","4010","4512","4707","4668","4555","4132","4625","4489","4681","4136","5200","4952","4671","4066","3709","3537","3071","3104","2982","3005","2741","2618","2764","2866","2863","2754","1322","1593","1514","1921","1934","2086","1798","1838","1881","1907","1894","2159","2132","1739","1560","2175","1901","2275","1233.5","2977.28972","3119.21951","2479.422","3055.762","3056.923","2808.319","2553.053","3038.462","3115.64","2075.578","2065.154","2681.254","2253.357","2078.914","2401.117","2094.291",
"1.5-2.0ha미만","수원지","경영개황","㎡","245","228","304","281","274","476","565","635","810","982","516","790","830","972","1055","876","826","909","770","423","555","661","717","866","536","592","704","532","618","208","188","390","588","337","549","506","648","552","562","988","813","883","912","1308","386.5","829.04673","776.7439","955.722","1136.774","782.604","1067.769","1631.979","1224.736","690.067","1463.031","1841.431","1774.051","1290.768","1233.155","217.233","444.036",
"1.5-2.0ha미만","차용지","경영개황","㎡","1646","1779","2264","2542","2565","2853","3022","2945","2255","2003","2278","2374","2000","2641","2959","3071","4172","4440","4476","3851","4446","5078","5345","5104","5524","5696","8681","8317","9174","7669","9306","10261","11336","11865","10017","10509","11256","11861","10969","9359","11078","9316","11296","11853","11286.6935483871","11700.14953","12636.30488","13723.678","12453","11758.714","15811.703","14934.532","13904.055","13975.387","10270.938","11660.154","12770.932","12320.821","12668.328","11062.583","11001.509",
"1.5-2.0ha미만","논","경영개황","㎡","1230","1154","1425","1669","1408","1917","2066","2076","1514","1269","1398","1488","1111","1699","2000","2264","3127","3309","3332","2945","3200","3805","4000","3818","4142","4089","7372","6826","7838","6529","7742","8516","8665","9316","8380","8093","8380","8879","8357","6691","8380","6770","8033","8106","8803.4516129032","8637.71963","8731.80488","9302.733","8698.155","8450.055","12643.341","11203.787","10461.703","10986.653","8085.578","9489.538","10127.729","10094.857","10238.845","9585.767","9430.945",
"1.5-2.0ha미만","밭","경영개황","㎡","340","592","836","873","1015","936","955","853","740","734","869","853","846","787","833","717","879","955","985","860","1121","1183","1226","1134","1236","1478","1107","1183","1250","1131","1471","1693","2489","2440","1498","2258","2618","2790","2334","2165","2502","2218","2902","3260","2204.3548387097","2747.04673","3508.84146","3838.144","3503.964","3169.429","2989.341","3144.319","3115.275","2760.467","2063.703","1842.969","2550.661","2081.339","2087.121","1277.133","1279.6",
"1.5-2.0ha미만","수원지","경영개황","㎡","76","30","","","142","","","17","","","10","33","43","155","126","89","165","175","159","46","126","89","119","152","145","129","202","307","86","10","93","53","182","109","139","159","258","192","278","502","195","324","360","487","278.8870967742","315.38318","395.65854","582.8","250.881","139.231","179.022","586.426","327.077","228.267","121.656","327.646","92.542","144.625","342.362","199.683","290.964",
"1.5-2.0ha미만","논벼 재배면적","경영개황","㎡","12063","11379","10559","10192","10261","10750","10248","10479","9888","9977","9835","9736","10083","10397","10443","11160","11094","11177","10932","9636","9326","9137","9689","9531","12050","11617","17098","17091","17167","17170","17213","17243","17269","17316","18189","17108","17197","17190","17273","17160","17190","17279","17375","17473","17548.435483871","17219.76636","17278.04878","17358.922","17291.512","17390.352","17455.033","17488.394","17363.571","17056.427","14661.719","15927.338","15851.949","16702.964","16517.81","17200.983","17434.564",
"1.5-2.0ha미만","자작지","경영개황","㎡","10846","10350","9276","9051","8876","8803","8433","8612","8529","9150","8569","8261","9068","8744","8608","9018","8215","8265","7898","7332","6969","6205","6476","6549","7944","7729","8909","9693","9656","10182","9491","8780","8701","8622","9068","8790","8899","8757","9329","10370","9772","10569","9550","9913","8876.1935483871","9146.61682","9126.54878","8670.478","9175.06","9646.901","8199.967","8155.862","8800.934","8378.133","6730.188","6590.092","6278.61","7435.268","7191.914","8602.717","8193.564",
"1.5-2.0ha미만","차용지","경영개황","㎡","1217","1028","1283","1141","1385","1947","1815","1868","1359","826","1266","1474","1015","1653","1835","2142","2879","2912","3035","2304","2357","2932","3213","2982","4106","3888","8188","7398","7511","6988","7722","8463","8569","8694","9121","8317","8298","8433","7944","6790","7418","6707","7825","7560","8672.2419354839","8073.14953","8151.5","8688.444","8116.452","7743.451","9255.066","9332.532","8562.637","8678.293","7931.531","9337.246","9573.339","9267.696","9325.897","8598.267","9241",
"1.5-2.0ha미만","주산물 수량","경영개황","㎏","9134","8339","4123.7","4071.4","4028","4453.5","3833.4","4484.8","3813.8","4312.9","4437","4706.2","5308.4","6482.3","5505.7","5991.7","4055.2","5952.5","6353.5","5895.5","5967.4","5742.4","6050.3","5723.3","8009.7","7563.7","10744","10794","11252","10070","11029","10678","12244","12421","11280","11785","11894","12367","11365","10697","11805","11566","12002","10940","12461.7539050169","12622.62315","11535.59407","11738.728","11267.668","12260.911","12596.599","13041.602","12803.255","12419.791","10251.283","11264.53","10297.014","12663.636","12037.619","12535.354","12822.232",
"1.5-2.0ha미만","주산물 평가액","경영개황","원","113436","126763","118510","139910","171667","209703","228586","328145","343414","450874","639313","740499","1103964","1489431","1495839","2014787","1799173","2889291","3258150","2800537","3120100","3174693","3657981","3945657","6199879","6326382","9702621","10176053","10995744","10377145","11345152","12375803","14955072","15632499","16429506","16660301","17519665","17670013","16511138","15618806","16923837","14708186","15073981","13915269","17286374.8997320995","15702747.24657","13449976.89497","15819083.699","16375212.912","18101417.872","18039473.83","16583667.615","14079883.679","15877667.057","15681439.763","17573092.187","17861379.777","21276773.659","18579485.983","20573812.819","19535306.352",
"1.5-2.0ha미만","부산물 수량","경영개황","㎏","5505","5622","5402","5461","5592","5861","4832","5706","3980","5199","5477","5425","6292","6467","5900","6270","5919","6534","6483","5963.5","6107.4","6052.8","6294.2","6219.7","7299.6","7061.7","10093","9904","9980","9663","9871","9699","10245","10365","11078","10454","10595","10519","10032","8899","9973","9718","9849","9681","10068.3548387097","9980.03364","9160.27439","9315.9","8989.17","10101.264","10242.286","10276.53","10016.758","10036.408","8449.706","8841.628","8453.576","10040.668","9576.862","10617.517","10361.345",
"1.5-2.0ha미만","부산물 평가액","경영개황","원","10685","12073","11924","14162","15182","20739","20213","27100","23497","24245","33785","55717","72491","88862","86152","107170","121187","157931","162817","148596","180484","202017","214212","216996","249788","223419","252970","256182","264441","301880","340182","356936","379638","404339","445506","423135","440373","399669","406686","379801","376831","391772","417994","427465","463697.8709677419","483153.82243","486845.43902","542732.6","531913.929","586021","571718.615","557599.915","559961.011","570051.256","550479.344","591517.155","596737.712","692404.714","834383.121","908039.967","883435.327",
"1.5-2.0ha미만","평가액","경영개황","원","124121","138836","130434","154072","186849","230442","248799","355245","366911","475119","673098","796216","1176455","1578293","1581991","2121957","1920360","3047222","3420967","2949133","3300584","3376710","3872193","4162653","6449667","6549801","9955591","10432235","11260185","10679025","11685335","12732739","15334710","16036837","16875012","17083436","17960038","18069682","16917824","15998607","17300668","15099958","15491975","14342734","17750072.7706998415","16185901.069","13936822.33399","16361816.299","16907126.841","18687438.872","18611192.445","17141267.529","14639844.69","16447718.313","16231919.107","18164609.342","18458117.489","21969178.373","19413869.104","21481852.785","20418741.68",
"2.0-2.5ha미만","경지면적","경영개황","㎡","24840","25220","24813","26255","25937","25775","25342","25603","25471","24232","27124","26387","25904","27881","27210","26536","25577","25627","25742","25742","26589","25544","25868","25570","26463","25881","31980","29296","26364","26013","26007","28301","27666","28139","26995","27471","26906","27448","27884","27517","28060","25501","26764","27160","27167.2093023256","31325.88608","30042.8125","28504.196","30046.055","36994.547","37693.827","34183.103","34762.163","34572.233","26500.257","26388.564","25264.349","25167.933","24904.089","28651.613","28800.886",
"2.0-2.5ha미만","논","경영개황","㎡","17246","17511","17058","17306","17451","18076","17815","17349","17035","16800","16185","15934","15848","18810","19230","18615","18522","19002","18866","19613","19650","17977","18708","18741","19005","17405","25914","24760","22843","22585","22708","23779","23316","23541","21111","22929","23012","22106","23478","24179","22916","21379","22433","22384","23814.023255814","23221.83544","23053.04688","22830.353","22762.073","25837.17","24469.096","22881.155","23270.184","24429.633","21725.743","21066.308","21282.651","21294.8","20931","23545.677","23983.771",
"2.0-2.5ha미만","밭","경영개황","㎡","6959","7514","7511","8605","8013","7243","6903","7584","7640","6628","8688","7861","7864","6139","6136","6179","5491","5422","5640","4645","5610","6017","5765","5577","5960","6661","5835","4271","3279","3061","3012","4324","4046","4099","4955","4205","3395","4995","4000","2612","4083","3345","3864","4242","2553.6976744186","7530.41772","5871.40625","4642.137","6303.236","9194.717","11119.712","9464.569","8621.735","7841.383","3956.943","5112.462","3589.581","3293.267","3846.556","4832.806","4718.029",
