"재배규모별","경영개황별","항목","단위","1963 년","1964 년","1966 년","1967 년","1968 년","1969 년","1970 년","1971 년","1972 년","1973 년","1974 년","1975 년","1976 년","1977 년","1978 년","1979 년","1980 년","1981 년","1982 년","1983 년","1984 년","1985 년","1986 년","1987 년","1988 년","1989 년","1990 년","1991 년","1992 년","1993 년","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"2.0-2.5ha미만","수원지","경영개황","㎡","635","192","248","344","473","456","625","671","797","803","2251","2592","2192","2932","1845","1742","1564","1203","1236","1484","1329","1550","1395","1253","1498","1815","231","264","241","367","288","198","304","499","929","337","499","347","407","727","1061","777","469","535","799.488372093","573.63291","1118.35938","1031.706","980.745","1962.66","2105.019","1837.379","2870.245","2301.217","817.571","209.795","392.116","579.867","126.533","273.129","99.086",
"2.0-2.5ha미만","자작지","경영개황","㎡","21964","23917","22741","22192","21494","21389","20354","20929","21584","21193","24823","23924","23256","24364","24046","23256","21693","20734","19812","20721","20228","18777","17570","18126","18142","16103","17332","16741","17117","14579","14681","14575","13884","14694","13521","13785","13580","12714","13031","15160","15382","13137","14631","15148","12317.8604651163","16146.78481","15451.78125","14893.451","13015.055","15835.755","14836.212","15158.793","13629.163","12776.017","11529.686","11646.077","12367.233","10696.844","11881.533","10517.226","11669.086",
"2.0-2.5ha미만","논","경영개황","㎡","15174","16512","15567","14552","14724","15071","14506","14585","14526","14271","14757","14512","14304","16903","16833","16043","15412","15114","14479","15884","14846","13220","12559","13227","12846","11025","14906","14671","14903","12608","12711","12638","11709","12043","10780","11577","11613","10608","10992","13068","12360","10883","12572","13352","10588.6279069767","11815.05063","11774.59375","12098.667","10485.091","11080.321","9212.096","10674.466","8569.469","8699.083","8833.743","9303.538","9794.233","7747.133","9058.756","8889.903","9780.029",
"2.0-2.5ha미만","밭","경영개황","㎡","6347","7213","6926","7507","6479","5861","5428","5894","6364","6119","7815","6906","6787","5560","5448","5534","4770","4512","4377","3504","4132","4222","4102","3898","3987","3805","2195","1868","2129","1706","1722","1788","1941","2185","2020","1881","1517","1808","1709","1464","2083","1656","1706","1483","1007.7674418605","3886.94937","2731.79688","2150.157","1828.618","3046.434","3966.692","3083.534","2899.265","2115.367","2024.714","2217.359","2395.698","2418.022","2706.533","1534.968","1789.971",
"2.0-2.5ha미만","수원지","경영개황","㎡","443","192","248","132","291","456","420","450","694","803","2251","2506","2165","1901","1765","1679","1511","1107","955","1332","1250","1336","909","1002","1309","1273","231","202","86","264","248","149","235","466","721","327","450","298","331","628","939","595","357","313","721.4651162791","444.78481","945.39063","644.627","701.345","1709","1657.423","1400.793","2160.429","1961.567","671.229","125.179","177.302","531.689","116.244","92.355","99.086",
"2.0-2.5ha미만","차용지","경영개황","㎡","2876","1299","2073","4063","4443","4387","4988","4674","3888","3038","2301","2463","2648","3517","3164","3279","3884","4893","5931","5022","6360","6767","8298","7448","8321","9779","14648","12555","9246","11435","11326","13726","13782","13441","13474","13686","13326","14734","14853","12357","12678","12364","12132","12013","14849.3488372093","15179.10127","14591.03125","13610.745","17031","21158.792","22857.615","19024.31","21133","21796.217","14970.571","14742.487","12897.116","14471.089","13022.556","18134.387","17131.8",
"2.0-2.5ha미만","논","경영개황","㎡","2073","998","1488","2754","2727","3005","3309","2764","2509","2529","1428","1421","1544","1907","2397","2572","3111","3888","4387","3732","4803","4757","6149","5517","6159","6380","11008","10089","7941","9977","9997","11141","11607","11498","10331","11352","11398","11498","12486","11111","10555","10496","9861","9032","13225.3953488372","11406.78481","11278.45313","10731.686","12276.982","14756.849","15257","12206.69","14700.714","15730.55","12892","11762.769","11488.419","13547.667","11872.244","14655.774","14203.743",
"2.0-2.5ha미만","밭","경영개황","㎡","612","301","585","1098","1534","1382","1474","1689","1276","509","873","955","1078","579","688","645","721","909","1263","1137","1478","1795","1663","1679","1974","2856","3640","2403","1150","1355","1289","2536","2109","1914","2936","2324","1878","3187","2291","1147","2000","1689","2159","2759","1545.9302325581","3643.46835","3139.60938","2491.98","4474.618","6148.283","7153.019","6381.034","5722.469","5726.017","1932.229","2895.103","1193.884","875.244","1140.022","3297.839","2928.057",
"2.0-2.5ha미만","수원지","경영개황","㎡","192","","","212","182","","205","221","102","","","86","26","1031","79","63","53","96","281","152","79","215","486","251","188","542","","63","155","102","40","50","66","30","208","10","50","50","76","99","122","179","112","222","78.023255814","128.8481","172.96875","387.078","279.4","253.66","447.596","436.586","709.816","339.65","146.343","84.615","214.814","48.178","10.289","180.774","0",
"2.0-2.5ha미만","논벼 재배면적","경영개황","㎡","16463","16853","16360","16251","15752","16853","16331","16112","15587","16189","15084","14641","14979","17858","18007","17240","17395","17653","16879","13250","14198","12542","12846","13808","17623","16364","26122","25759","22341","22463","22466","22436","22126","22384","22486","22364","22420","22324","22235","22066","22165","22228","22109","22299","22212.5581395349","22230.70886","22061.09375","22235.745","22297.455","22041.245","22144.846","22179.207","22206.388","22523.8","19459.029","19955.513","20462.442","20381.822","19959.533","22061.548","22162.743",
"2.0-2.5ha미만","자작지","경영개황","㎡","14955","15822","15154","14605","13395","14258","13127","13584","13805","14529","13729","13488","13557","16079","15726","14843","14440","14159","13071","10403","10645","9200","8691","9574","11911","10324","14790","14341","13908","12195","11927","11746","11316","11319","10952","11640","11124","10400","10222","11967","12013","10671","12493","13071","9929","10806.51899","11571.42188","11570.275","10155.382","8334.151","8764.385","9564.138","7994.408","8301.867","7798.029","8937.41","9779.395","7564.6","8761.844","8458.742","8700.886",
"2.0-2.5ha미만","차용지","경영개황","㎡","1507","1031","1207","1646","2357","2595","3203","2529","1782","1660","1355","1154","1421","1779","2281","2397","2955","3494","3808","2846","3554","3342","4155","4235","5712","6040","11332","11418","8433","10268","10539","10691","10810","11065","11534","10724","11296","11924","12013","10099","10152","11557","9620","9228","12283.5581395349","11424.18987","10489.67188","10665.471","12142.073","13707.094","13380.462","12615.069","14211.98","14221.933","11661","11018.103","10683.047","12817.222","11197.689","13602.806","13461.857",
"2.0-2.5ha미만","주산물 수량","경영개황","㎏","12138","12285","6420.7","6525.2","6019.8","6784","5953.1","6735.8","6224.1","6682.9","7085.1","6681.8","8102.3","11151.5","9419.7","9556.7","7160.1","9344.2","10037.1","8373.7","9208.2","8078.7","8257.6","8523.8","11858.8","10823.6","16536","16707","14733","13565","14690","14634","15522","16375","13967","15996","16036","16185","14697","13510","15431","15292","15159","14649","16496.5523448354","16346.53783","14780.82723","15352.759","14535.22","15305.948","15634.726","16547.773","16939.277","16314.822","15097.969","13545.004","14143.005","15177.12","14205.18","14752.226","15539.629",
"2.0-2.5ha미만","주산물 평가액","경영개황","원","151093","188728","193116","223323","253978","324271","351631","505708","570830","616521","1025790","1195210","1716101","2534629","2557021","3235179","3218751","4568447","5151265","3961573","4804425","4481768","4947181","5851001","9200918","9087963","15057502","15761091","14444342","14105022","15094021","16839250","19143092","20647805","20274842","22503476","23551050","23004535","21316439","19828369","22335164","19285635","18857361","19124200","22770412.5542905183","20255873.77613","17131295.40872","20447892.345","21121194.721","22732096.203","22378301.985","20845912.793","17964614.654","21216076.616","23101532.58","21059304.614","24345162.114","25176783.279","22233722.448","24564303.506","23719794.856",
"2.0-2.5ha미만","부산물 수량","경영개황","㎏","6961","9100","9138","9321","8766","7958","7948","8725","6272","8446","8568","8273","9326","10659","10170","9735","9638","10519","10169","8024.4","9163.7","8199.3","8403.7","9092.5","11068","9889.1","15375","14951","13061","13051","13212","12790","13006","13622","13751","13834","13918","13734","13018","12048","12633","12615","11994","11907","13566.976744186","13144.37975","11929.125","12289.571","11259.473","12400.943","12990.115","13391.655","12880.408","12874.883","11563.451","10343.456","10701.505","12157.533","11265.111","13018.939","13482.003",
"2.0-2.5ha미만","부산물 평가액","경영개황","원","14301","19408","18910","22241","23382","26758","32399","39579","31715","41535","62258","87725","113540","156181","158462","172072","200101","239485","244726","190062","270512","279343","284275","314221","352055","296549","339763","348242","340188","417179","445597","468232","481382","563461","526158","535050","542470","489699","496790","476637","478404","473451","514060","513055","627038.3488372093","642226.36709","593304.92188","656394.275","737727.073","736017.057","741810.962","753239.276","732673.51","715568.1","760615.4","679925.846","752147.372","822710.511","904650.044","1131184.645","1168048.114",
"2.0-2.5ha미만","평가액","경영개황","원","165395","208136","212026","245564","277360","351029","384030","545287","602545","658056","1088048","1282935","1829641","2690810","2715483","3407251","3418852","4807932","5395991","4151635","5074937","4761111","5231456","6165222","9552973","9384512","15397265","16109333","14784530","14522201","15539618","17307481","19624473","21211266","20801000","23038526","24093520","23494234","21813229","20305006","22813568","19759085","19371421","19637255","23397450.9031277276","20898100.14322","17724600.3306","21104286.619","21858921.794","23468113.259","23120112.946","21599152.069","18697288.165","21931644.716","23862147.98","21739230.46","25097309.486","25999493.79","23138372.492","25695488.151","24887842.97",
"2.5-3.0ha미만","경지면적","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32334","29071","30364","33699","32116","34126","30972","33716","32172","35114","32671","32258","31534","30671","30420","32130","34354.75","37028.75","35823.5641","40728.487","37305.429","39052.027","38705.359","38085.118","36905.056","39798.677","27783.593","37936.75","30741.31","30465.857","31412.724","32881.19","35150.095",
"2.5-3.0ha미만","논","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28281","24952","26787","29551","27008","29557","26559","27924","27580","30334","28364","28651","28701","25825","27663","29097","28462.25","28811.13889","29118.84615","28127.026","28426.514","28592.216","32298.051","30608.824","28583.528","29667.194","24267.63","35664.893","28322.483","27217.036","26844","28493.714","28210.238",
"2.5-3.0ha미만","밭","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3755","3917","3183","3663","4426","3726","4169","5336","3636","2840","2965","3276","2826","4764","2344","2725","2556.125","6319.52778","4951.25641","11098.308","7228.257","8098.946","5422.026","6998.618","6221.167","8011.129","3120.63","1745.679","1541.828","2393.929","3267.069","3900.381","6683.714",
"2.5-3.0ha미만","수원지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","298","202","393","486","681","843","245","456","955","1941","1342","331","7","86","417","308","3336.375","1898.08333","1753.46154","1503.154","1650.657","2360.865","985.282","477.676","2100.361","2120.355","395.333","526.179","877","854.893","1301.655","487.095","256.143",
"2.5-3.0ha미만","자작지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17038","13970","13987","16962","12932","16810","17660","17154","17547","17002","16721","20010","18678","17967","15124","15495","19842.25","16877.16667","17844.41026","15919.667","16636.4","15562.595","12628.615","12807.676","13302.861","15996.806","11895.889","18952.821","14892.828","16239.286","14104.966","14605.381","14187.81",
"2.5-3.0ha미만","논","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15458","11921","11722","14671","10410","13924","15296","14291","15074","13630","14096","17676","17395","15620","13603","14006","15061.25","12782.22222","13852.28205","11663.744","12579.514","9667.162","9433.487","9504.676","9465.111","10908.548","9786.407","17424.857","13118.483","14048.786","11707.586","12699.81","12398.857",
"2.5-3.0ha미만","밭","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1382","1944","1874","1808","1950","2354","2129","2559","1656","1527","1441","2106","1276","2261","1210","1280","1444.625","2482.77778","2518.5641","2808.692","2607.371","4140.946","2589.769","2916.735","2642.944","3560.935","1885.519","1289.071","1031.138","1457.643","1386.138","1558.714","1637",
"2.5-3.0ha미만","수원지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198","106","390","483","572","532","235","304","817","1845","1183","228","7","86","307","209","3336.375","1612.16667","1473.5641","1447.231","1449.514","1754.486","605.359","386.265","1194.806","1527.323","223.963","238.893","743.207","732.857","1011.241","346.857","151.952",
"2.5-3.0ha미만","차용지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15296","15101","16377","16737","19184","17316","13312","16562","14625","18112","15950","12248","12856","12704","15299","16635","14512.5","20151.58333","17979.15385","24808.821","20669.029","23489.432","26076.744","25277.441","23602.194","23801.871","15887.704","18983.929","15848.483","14226.571","17307.759","18275.81","20962.286",
"2.5-3.0ha미만","논","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12823","13031","15065","14879","16598","15636","11263","13633","12506","16704","14268","10975","11306","10205","14056","15091","13401","16028.91667","15266.5641","16463.282","15847","18925.054","22864.564","21104.147","19118.417","18758.645","14481.222","18240.036","15204","13168.25","15136.414","15793.905","15811.381",
"2.5-3.0ha미만","밭","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2374","1974","1309","1855","2476","1372","2040","2777","1980","1312","1524","1170","1550","2502","1134","1445","1111.5","3836.75","2432.69231","8289.615","4620.886","3958","2832.256","4081.882","3578.222","4450.194","1235.111","456.607","510.69","936.286","1880.931","2341.667","5046.714",
"2.5-3.0ha미만","수원지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","96","3","3","109","307","10","152","139","96","159","102","","","109","99","0","285.91667","279.89744","55.923","201.143","606.378","379.923","91.412","905.556","593.032","171.37","287.286","133.793","122.036","290.414","140.238","104.19",
"2.5-3.0ha미만","논벼 재배면적","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26873","27359","27398","27055","27124","27230","27960","27332","27494","27683","27527","27451","27845","27587","27646","28005","26507.75","27403.05556","26925.89744","27423.538","27376.486","27242.919","27498.462","27411.882","27655.806","27304.677","22862.185","26219.821","26350.517","25134.607","25360.172","27392.476","27328.524",
"2.5-3.0ha미만","자작지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14717","12489","11412","13924","10988","12883","14175","13818","14760","13990","13273","17395","17603","15613","12645","13394","13958.4375","11901.27778","12301.58974","11353.641","11630.314","8999.324","8667.103","8503.647","9056.306","10092.677","8836.222","11011.893","11995.897","13374.643","11246.724","12161.095","11642.286",
"2.5-3.0ha미만","차용지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12155","14869","15987","13131","16136","14347","13785","13514","12734","13693","14255","10056","10241","11974","15002","14611","12549.3125","15501.77778","14624.30769","16069.897","15746.171","18243.595","18831.359","18908.235","18599.5","17212","14025.963","15207.929","14354.621","11759.964","14113.448","15231.381","15686.238",
"2.5-3.0ha미만","주산물 수량","경영개황","㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17731","16122","17448","17185","19501","20364","17385","19019","20010","20339","18691","17068","19927","18753","19058","18081","19675.1528870765","21164.97182","18884.21171","19144.921","18047.154","18925.465","19802.467","20903.178","20562.147","19602.683","17064.084","18778.531","17681.039","18622.959","18800.384","19635.94","20118.576",
"2.5-3.0ha미만","주산물 평가액","경영개황","원","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17680809","16754990","17958299","20089351","24015698","25364914","25601428","26873624","29571100","28865745","26493514","24073890","29298832","23294610","24221020","22943923","26830255.7893709416","26030265.0463","22305025.55239","26229529.982","26310451.844","27888659.939","27382586.917","26502383.925","22738206.956","25186912.866","26343836.77","28562093.731","29952182.954","31620016.488","28882344.632","32643570.876","31066232.845",
"2.5-3.0ha미만","부산물 수량","경영개황","㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16050","15563","15654","15580","15895","16578","16619","17003","17775","17241","15914","13789","16313","15561","15233","15352","16173.3125","16875","14333.10256","15104.128","14276.514","15273.543","15811.385","16288.559","15834.694","15468.797","13824.807","14924.014","13920.345","15351.293","15062.966","17075.19","16040.619",
"2.5-3.0ha미만","부산물 평가액","경영개황","원","","","","","","","","","","","","","","","","","","","","","","","","","","","","","395148","514373","516163","595462","590994","652107","634186","651874","667422","636092","683888","564743","687758","632544","653190","687153","697452.1875","816378.58333","763916","956378.513","775078.143","979766.622","908601.026","936535.588","910766.056","872811.723","1039821.704","973016.393","1036922.276","1105871.286","1158702.069","1361147.143","1273403.333",
"2.5-3.0ha미만","평가액","경영개황","원","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18075957","17269363","18474462","20684813","24606692","26017020","26235614","27525498","30238522","29501837","27177402","24638633","29986590","23927153","24874210","23631076","27527707.9768709416","26846643.62963","23068941.55239","27185908.494","27085529.987","28868426.56","28291187.942","27438919.513","23648973.011","26059724.588","27383658.474","29535110.124","30989105.23","32725887.774","30041046.701","34004718.019","32339636.178",
"3.0-5.0ha미만","경지면적","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39276","39931","42870","45808","42063","41494","38126","41342","42929","44056","45339","42694","42037","41108","41812","41144","47582.4166666667","46214.40299","48768.85","47059.07","49029.183","51132.676","51366.638","48928.571","53363.062","50029.188","40456.824","40478.815","46654.364","43445.804","43008.333","45780.196","48376.339",
"3.0-5.0ha미만","논","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33693","36936","39127","41428","37521","37237","34228","36694","36175","38132","39855","39660","38175","38450","37947","36805","38013.9166666667","37920.67164","39431.93333","39611.737","39980.05","42604.254","42679.188","41036.586","44620.385","42565.703","34099.118","34755.722","41029.327","37366.824","38158.549","37893.176","39406.966",
"3.0-5.0ha미만","밭","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4800","2932","3663","4238","4294","3927","3524","3964","6076","5359","4979","2724","3210","2420","3663","4086","7908.0833333333","6279.76119","7567.98333","5783.386","7398.583","7560.634","7225","6621.814","7977.077","6863.516","4497.667","3999.481","5035.418","5495.627","4437.647","6931.451","8412.271",
"3.0-5.0ha미만","수원지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","783","63","79","142","248","331","374","684","678","565","506","311","651","241","202","253","1660.4166666667","2013.97015","1768.93333","1663.947","1650.55","967.789","1462.449","1270.171","765.6","599.969","1860.039","1723.611","589.618","583.353","412.137","955.569","557.102",
"3.0-5.0ha미만","자작지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16602","17593","17250","16526","18688","17521","18360","17425","17124","18946","19779","20165","17418","17283","16308","15638","16282.25","17176.49254","17290.8","18334.842","17749.867","17801.127","17773.261","17531.614","18772.508","17872.953","16383.647","17466.204","18407.545","16610.549","15303.804","17846.627","18452.017",
"3.0-5.0ha미만","논","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14588","15227","15223","14417","16473","15726","15709","15127","14258","16456","17488","18380","15722","15881","13974","13103","14112.25","13149.55224","13263.56667","14524.316","13943.267","14827.563","14496.058","13953.429","15446.6","14400.953","12468.922","13512.944","15722.545","14038","13357.412","14632.843","15114.475",
"3.0-5.0ha미만","밭","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1557","2304","1960","1967","1980","1478","2298","1722","2291","2043","1818","1478","1107","1273","2165","2349","938.25","2231.70149","2544.66667","2479.386","2483.15","2654.394","2679.826","2920.971","2919.169","3072.031","2054.686","2254.093","2366.673","2093.902","1723.157","2578.392","2902.237",
"3.0-5.0ha미만","수원지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","456","63","66","142","235","317","354","575","575","446","473","307","588","129","169","186","1231.75","1795.23881","1482.56667","1331.14","1323.45","319.169","597.377","657.214","406.738","399.969","1860.039","1699.167","318.327","478.647","223.235","635.392","435.305",
"3.0-5.0ha미만","차용지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22674","22337","25620","29283","23375","23974","19765","23917","25805","25111","25560","22529","24618","23828","25504","25506","31300.1666666667","29037.91045","31478.05","28724.228","31279.317","33331.549","33593.377","31396.957","34590.554","32156.234","24073.176","23012.611","28246.818","26835.255","27704.529","27933.569","29924.322",
"3.0-5.0ha미만","논","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19104","21709","23904","27012","21048","21511","18519","21567","21917","21676","22367","21279","22453","22565","23974","23702","23901.6666666667","24771.1194","26168.36667","25087.421","26036.783","27776.69","28183.13","27083.157","29173.785","28164.75","21630.196","21242.778","25306.782","23328.824","24801.137","23260.333","24292.492",
"3.0-5.0ha미만","밭","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3243","628","1702","2271","2314","2450","1226","2241","3785","3316","3160","1246","2102","1147","1498","1738","6969.8333333333","4048.0597","5023.31667","3304","4915.433","4906.239","4545.174","3700.843","5057.908","3791.484","2442.98","1745.389","2668.745","3401.725","2714.49","4353.059","5510.034",
"3.0-5.0ha미만","수원지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","327","","13","","13","13","20","109","102","119","33","3","63","112","33","67","428.6666666667","218.73134","286.36667","332.807","327.1","648.62","865.072","612.957","358.862","200","0","24.444","271.291","104.706","188.902","320.176","121.797",
"3.0-5.0ha미만","논벼 재배면적","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37736","38965","40089","42116","37289","37491","38675","37412","37637","38000","37891","38235","37911","37637","37617","37742","36460.9166666667","38388.67164","37764.56667","37812.544","37862.383","38388.732","38253.71","38086.443","39175.492","38903.188","31241.51","33248.333","35026.273","35102.882","34941.902","36600.02","37805.746",
"3.0-5.0ha미만","자작지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14284","14539","14737","14159","16717","15379","15141","15408","14678","15831","16103","17309","14823","15306","13369","12659","13455.8333333333","12461.61194","12958.28333","13889.947","13164.067","12743.704","13799.623","12682.114","13372.615","13423.531","10905.078","12727.667","12798.782","12659.667","12695.176","12923.235","13988.525",
"3.0-5.0ha미만","차용지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23451","24427","25352","27957","20572","22112","23534","22003","22959","22169","21789","20926","23088","22334","24248","25083","23005.0833333333","25927.0597","24806.28333","23922.596","24698.317","25645.028","24454.087","25404.329","25802.877","25479.656","20336.431","20520.667","22227.491","22443.216","22246.725","23676.784","23817.22",
"3.0-5.0ha미만","주산물 수량","경영개황","㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25528","25074","26883","26567","27014","28056","23076","26032","25875","27497","25728","24286","27882","26341","25859","24654","27332.5604362524","29391.26826","26521.42024","26600.86","25733.434","26934.917","28010.973","28906.239","29957.969","28535.255","23076.01","23937.702","23303.259","25546.087","25607.907","27831.643","27454.306",
"3.0-5.0ha미만","주산물 평가액","경영개황","원","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25479839","25605935","27598349","30568263","33221968","35034598","34997492","36825032","38191763","39533034","37197581","35570927","39799579","32920675","33042060","31782477","37730079.4050530318","36342199.61926","31705078.57041","36580076.453","37003996.412","40069149.022","40038465.507","37247733.007","33690753.591","37250857.742","35900533.695","36743155.121","39553181.316","43351620.778","39433077.162","44332012.651","42335456.381",
"3.0-5.0ha미만","부산물 수량","경영개황","㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22091","23367","23297","23750","21993","22190","23987","22948","22823","23891","22492","20300","23742","21911","21250","20361","22430.4583333333","23302.85821","20670.33333","20723.474","20269.583","21993.113","22551.638","22991.421","23004.585","22749.328","18765.745","18818.5","18103.562","20246.059","20145.904","22345.249","21929.373",
"3.0-5.0ha미만","부산물 평가액","경영개황","원","","","","","","","","","","","","","","","","","","","","","","","","","","","","","541826","726549","768576","793953","772293","823002","900515","854144","872110","810616","873992","744546","907481","880311","940365","887671","1034116.875","1151840.85075","1074032","1230628.246","1157496.667","1326664.69","1332329.638","1337968.7","1389486.877","1348032.641","1202268.255","1247373.574","1244305.055","1359630.373","1553324.412","2002335.098","1753230.712",
"3.0-5.0ha미만","평가액","경영개황","원","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26021665","26332484","28366925","31362216","33994260","35857600","35898007","37679175","39063873","40343650","38071573","36315473","40707060","33800986","33982425","32670148","38764196.2800530318","37494040.47","32779110.57041","37810704.698","38161493.078","41395813.712","41370795.144","38585701.707","35080240.468","38598890.383","37102801.95","37990528.695","40797486.371","44711251.151","40986401.574","46334347.749","44088687.093",
"5.0-7.0ha미만","경지면적","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65171","69938","70030","66509","66982","64215","68030","65171","59174","61435","64265","69925","61595.3333333333","67154.41176","68051.875","67562.278","70827.353","69979.4","70596.542","76606.655","74901.6","79921.483","65629.129","71454.793","67038.36","60565.364","66886.333","65966.48","74699.227",
"5.0-7.0ha미만","논","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61455","65653","65250","62959","62017","60106","63359","60886","56572","56456","59663","66672","59796.6666666667","58773.23529","56107.625","58334.222","59452.941","62120.48","60764.042","68191.414","67323.16","70261.034","54291","59717.897","56654.96","51766.273","55793.481","57814.96","69249.591",
"5.0-7.0ha미만","밭","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3088","3825","4638","2975","4456","3841","4347","2476","1501","3002","3141","2140","1798.6666666667","7908.82353","11811.125","8220.111","10200.412","7110.56","8776","7561.759","7108.2","9200.793","7821.935","7758.069","9893.92","7581.227","9886.852","7047.48","4128.955",
"5.0-7.0ha미만","수원지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","628","460","142","575","509","268","324","1808","1104","1977","1464","1113","0","472.35294","133.125","1007.944","1174","748.36","1056.5","853.483","470.24","459.655","3516.194","3978.828","489.48","1217.864","1206","1104.04","1320.682",
"5.0-7.0ha미만","자작지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16975","19147","20575","23270","23841","21511","21200","19154","17931","19157","22109","18963","36632","34703.35294","27055.0625","22141.778","25264.941","19116.6","23423.458","24769.655","19041.96","18088.448","19977.645","18256.483","14653.56","11333.409","13494","16338.8","16028.182",
"5.0-7.0ha미만","논","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15104","17200","18344","20998","21289","19551","19187","16397","16532","16407","19124","16516","35152.1666666667","30552.11765","23563.75","18616.167","21535","15334.16","19514","21286.517","16241.64","15021.655","14116.903","12202.483","10711.88","7897.773","9171.778","13372.92","14271.955",
"5.0-7.0ha미만","밭","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1864","1944","2089","1696","2043","1693","1709","949","595","774","1620","1333","1479.8333333333","4099.47059","3442.5625","2689.444","2850.353","3256.8","2993.458","2966.414","2492.84","2801.724","2486.903","2468.517","3549.52","2706.273","3206.333","2180.96","1078.364",
"5.0-7.0ha미만","수원지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","3","142","575","509","268","304","1808","803","1977","1365","1113","0","51.76471","48.75","836.167","879.588","525.64","916","516.724","307.48","265.069","3373.839","3585.483","392.16","729.364","1115.889","784.92","677.864",
"5.0-7.0ha미만","차용지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48195","50790","49455","43240","43141","42704","46830","46017","41243","42278","42156","50962","24963.3333333333","32451.05882","40996.8125","45420.5","45562.412","50862.8","47173.083","51837","55859.64","61833.034","45651.484","53198.31","52384.8","49231.955","53392.333","49627.68","58671.045",
"5.0-7.0ha미만","논","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46351","48453","46906","41961","40727","40556","44172","44489","40040","40050","40539","50155","24644.5","28221.11765","32543.875","39718.056","37917.941","46786.32","41250.042","46904.897","51081.52","55239.379","40174.097","47515.414","45943.08","43868.5","46621.704","44442.04","54977.636",
